employee_id,name,department,job_title,location,annual_salary_inr,years_experience,age,status,performance_rating,projects_completed,joining_year,manager_name,employment_type,primary_skills
11660,Aarav Iyer,Data Engineering,ETL Developer,Mumbai,512120,11.8,30,Active,Good,1,2017,Harsh Shah,Full Time,"Python, SQL, Pandas"
11661,Arjun Mehta,Finance,FP&A Analyst,Ahmedabad,523047,9.9,44,Notice Period,Very Good,1,2021,Aarav Joshi,Full Time,"Python, PySpark, AWS"
11662,Isha Kapoor,Product,Product Manager,Bengaluru,2025507,1.4,29,Active,Meets Expectations,7,2016,Shreya Rao,Full Time,"Risk Analysis, Excel, SQL"
11663,Manish Shah,Technology,AI Engineer,Gurugram,1249805,12.1,32,Active,Excellent,5,2024,Ananya Shah,Contract,"Data Governance, SQL, Collibra"
11664,Aarav Kapoor,Sales,Sales Analyst,Gurugram,1855437,7.1,41,Active,Excellent,8,2023,Naina Kapoor,Full Time,"Python, SQL, Pandas"
11665,Vikram Kulkarni,Data Engineering,Senior Data Engineer,Delhi,1876102,12.0,27,On Leave,Meets Expectations,5,2026,Yash Kapoor,Full Time,"LLM, RAG, LangChain, Python"
11666,Vikram Iyer,Cybersecurity,Security Engineer,Mumbai,1426103,10.9,41,Active,Very Good,5,2011,Arjun Rao,Full Time,"SQL, Power BI, Excel"
11667,Rahul Mehta,Product,Product Operations Analyst,Hyderabad,636448,9.3,45,Active,Good,7,2018,Dev Gupta,Full Time,"Python, PySpark, AWS"
11668,Karan Rao,Data Engineering,Senior Data Engineer,Delhi,566553,9.1,54,Active,Meets Expectations,2,2020,Priya Kapoor,Full Time,"AWS, Docker, Kubernetes"
11669,Isha Sharma,Human Resources,People Operations Analyst,Pune,2192524,5.3,36,Active,Good,3,2018,Shreya Rao,Full Time,"Python, PySpark, AWS"
11670,Aarav Sharma,Data Engineering,ETL Developer,Bengaluru,1278900,6.4,45,Notice Period,Excellent,7,2022,Kabir Shah,Contract,"Data Governance, SQL, Collibra"
11671,Harsh Iyer,Sales,Sales Manager,Delhi,816571,12.2,37,Notice Period,Needs Improvement,6,2016,Sneha Verma,Contract,"Java, Spring Boot, SQL"
11672,Harsh Singh,Operations,Operations Analyst,Hyderabad,1946782,4.8,30,Active,Good,1,2025,Karan Desai,Full Time,"LLM, RAG, LangChain, Python"
11673,Aditi Nair,Analytics,Data Analyst,Bengaluru,1922511,9.2,28,Notice Period,Meets Expectations,1,2019,Rahul Khan,Full Time,"LLM, RAG, LangChain, Python"
11674,Ananya Kulkarni,Operations,Operations Analyst,Hyderabad,1491681,10.4,42,Notice Period,Good,3,2011,Riya Khan,Full Time,"Data Governance, SQL, Collibra"
11675,Vikram Singh,Human Resources,People Operations Analyst,Ahmedabad,1185920,10.3,49,Active,Very Good,4,2015,Rohan Kapoor,Full Time,"SQL, Power BI, Excel"
11676,Harsh Nair,Human Resources,HR Analyst,Delhi,1852067,10.8,23,Active,Very Good,6,2019,Maya Rao,Contract,"Excel, SQL, Tableau"
11677,Tanvi Patel,Product,Product Manager,Bengaluru,961745,1.5,25,Active,Needs Improvement,8,2016,Aarav Desai,Full Time,"Python, SQL, Pandas"
11678,Aditi Kapoor,Cybersecurity,Security Engineer,Mumbai,1749498,9.5,28,On Leave,Needs Improvement,2,2015,Isha Patel,Full Time,"Data Governance, SQL, Collibra"
11679,Meera Shah,Analytics,Data Analyst,Mumbai,1736120,14.4,38,Active,Needs Improvement,5,2022,Shreya Iyer,Full Time,"Python, SQL, Pandas"
11680,Siddharth Joshi,Operations,Operations Manager,Chennai,501965,6.9,29,Active,Excellent,4,2020,Riya Joshi,Full Time,"Risk Analysis, Excel, SQL"
11681,Meera Khan,Human Resources,Talent Partner,Hyderabad,877035,13.6,54,On Leave,Excellent,2,2016,Simran Shah,Full Time,"Python, SQL, Pandas"
11682,Kavya Patel,Human Resources,HR Manager,Delhi,2093623,5.8,53,Active,Meets Expectations,4,2011,Arjun Desai,Full Time,"SQL, Power BI, Excel"
11683,Neha Desai,Cybersecurity,Security Analyst,Bengaluru,807276,13.6,24,Active,Meets Expectations,7,2015,Harsh Gupta,Full Time,"Python, SQL, Pandas"
11684,Maya Desai,Finance,Risk Analyst,Kolkata,723627,8.6,45,Active,Very Good,6,2022,Arjun Kulkarni,Full Time,"Risk Analysis, Excel, SQL"
11685,Kavya Mehta,Operations,Operations Manager,Bengaluru,708337,3.8,23,Active,Needs Improvement,3,2026,Aditya Nair,Full Time,"LLM, RAG, LangChain, Python"
11686,Riya Iyer,Finance,Finance Manager,Bengaluru,922589,14.3,52,Active,Very Good,6,2024,Tanvi Kulkarni,Contract,"Python, SQL, Pandas"
11687,Harsh Mehta,Operations,Operations Manager,Pune,1121904,14.4,41,Active,Needs Improvement,1,2021,Harsh Joshi,Contract,"LLM, RAG, LangChain, Python"
11688,Dev Khan,Product,Product Analyst,Chennai,1850805,14.9,58,Notice Period,Needs Improvement,5,2020,Shreya Sharma,Full Time,"Machine Learning, Python, Scikit-learn"
11689,Neha Khan,Finance,Risk Analyst,Noida,1009183,11.6,41,Active,Very Good,2,2012,Shreya Sharma,Full Time,"Data Governance, SQL, Collibra"
11690,Vikram Nair,Finance,Risk Analyst,Kolkata,1437784,7.8,55,Active,Excellent,5,2017,Harsh Joshi,Full Time,"Java, Spring Boot, SQL"
11691,Varun Singh,Cybersecurity,Security Engineer,Hyderabad,450784,14.5,48,Active,Excellent,2,2012,Shreya Rao,Full Time,"Python, PySpark, AWS"
11692,Tanvi Shah,Marketing,Digital Marketing Manager,Mumbai,1862481,2.0,36,Active,Meets Expectations,5,2016,Aarav Gupta,Contract,"Machine Learning, Python, Scikit-learn"
11693,Maya Shah,Marketing,Digital Marketing Manager,Gurugram,1468236,11.6,55,Active,Needs Improvement,8,2011,Dev Rao,Contract,"LLM, RAG, LangChain, Python"
11694,Simran Joshi,Sales,Sales Analyst,Chennai,618863,7.9,51,Active,Good,8,2022,Pooja Mehta,Full Time,"Data Governance, SQL, Collibra"
11695,Vikram Kulkarni,Cybersecurity,Cybersecurity Engineer,Hyderabad,456628,9.6,42,On Leave,Excellent,6,2012,Maya Nair,Contract,"Machine Learning, Python, Scikit-learn"
11696,Aditi Patel,Analytics,Senior Data Analyst,Gurugram,477290,7.2,32,Active,Good,7,2020,Rohan Khan,Full Time,"Java, Spring Boot, SQL"
11697,Arjun Khan,Cybersecurity,Security Analyst,Bengaluru,1849821,11.4,38,Notice Period,Needs Improvement,5,2020,Kabir Khan,Contract,"LLM, RAG, LangChain, Python"
11698,Meera Joshi,Sales,Business Development Executive,Hyderabad,989908,14.3,51,Active,Good,8,2014,Harsh Mehta,Full Time,"Excel, SQL, Tableau"
11699,Riya Joshi,Data Engineering,Data Engineer,Mumbai,1845625,2.3,33,Active,Excellent,1,2013,Harsh Verma,Full Time,"SQL, Power BI, Excel"
11700,Aditi Khan,Technology,Software Engineer,Ahmedabad,1615444,14.6,31,Notice Period,Good,7,2023,Neha Shah,Full Time,"AWS, Docker, Kubernetes"
11701,Riya Kapoor,Marketing,Digital Marketing Manager,Hyderabad,2101185,6.0,48,Active,Excellent,5,2022,Neha Sharma,Full Time,"Risk Analysis, Excel, SQL"
11702,Aditya Verma,Sales,Sales Manager,Ahmedabad,1514699,10.4,49,On Leave,Excellent,3,2018,Manish Joshi,Full Time,"Machine Learning, Python, Scikit-learn"
11703,Kabir Nair,Finance,Financial Analyst,Mumbai,1680931,9.1,45,Active,Excellent,3,2016,Isha Joshi,Full Time,"Machine Learning, Python, Scikit-learn"
11704,Manish Mehta,Technology,Software Engineer,Kolkata,566663,3.9,54,Active,Very Good,7,2026,Aditya Verma,Full Time,"Machine Learning, Python, Scikit-learn"
11705,Harsh Sharma,Operations,Operations Manager,Ahmedabad,776280,10.3,23,On Leave,Good,8,2026,Shreya Patel,Full Time,"Python, SQL, Pandas"
11706,Isha Nair,Human Resources,HR Analyst,Chennai,2263011,4.8,43,Active,Meets Expectations,8,2026,Harsh Gupta,Contract,"LLM, RAG, LangChain, Python"
11707,Aarav Nair,Human Resources,HR Analyst,Ahmedabad,692320,8.9,41,Active,Needs Improvement,1,2016,Nikhil Shah,Contract,"Excel, SQL, Tableau"
11708,Maya Nair,Marketing,Marketing Analyst,Delhi,2072513,7.7,31,Active,Needs Improvement,6,2020,Tanvi Verma,Contract,"Data Governance, SQL, Collibra"
11709,Aarav Gupta,Cybersecurity,Cybersecurity Engineer,Noida,676697,2.6,47,On Leave,Very Good,2,2021,Isha Desai,Contract,"Data Governance, SQL, Collibra"
11710,Pooja Desai,Cybersecurity,Security Analyst,Pune,1644526,2.8,25,Active,Meets Expectations,7,2011,Kabir Kapoor,Full Time,"Excel, SQL, Tableau"
11711,Rohan Gupta,Sales,Account Executive,Delhi,2144612,1.6,51,On Leave,Needs Improvement,8,2019,Vikram Iyer,Contract,"Data Governance, SQL, Collibra"
11712,Dev Kulkarni,Finance,Finance Manager,Delhi,623494,13.7,23,Active,Very Good,2,2022,Isha Singh,Contract,"Data Governance, SQL, Collibra"
11713,Naina Kulkarni,Operations,Operations Analyst,Noida,2332399,11.8,25,On Leave,Meets Expectations,2,2026,Rahul Kulkarni,Contract,"Excel, SQL, Tableau"
11714,Riya Khan,Data Engineering,Senior Data Engineer,Pune,1595890,2.0,37,Notice Period,Good,8,2013,Isha Gupta,Full Time,"Data Governance, SQL, Collibra"
11715,Rohan Verma,Finance,Risk Analyst,Pune,867808,3.1,44,Notice Period,Good,7,2013,Aditi Shah,Full Time,"AWS, Docker, Kubernetes"
11716,Sneha Nair,Human Resources,HR Analyst,Gurugram,1282146,9.8,49,Notice Period,Excellent,1,2013,Simran Kapoor,Full Time,"Java, Spring Boot, SQL"
11717,Riya Shah,Finance,Risk Analyst,Bengaluru,1402650,12.6,38,Active,Meets Expectations,1,2018,Yash Verma,Contract,"Java, Spring Boot, SQL"
11718,Ananya Rao,Marketing,Growth Analyst,Noida,1157046,4.3,45,Active,Good,4,2026,Aarav Sharma,Contract,"SQL, Power BI, Excel"
11719,Aarav Singh,Data Engineering,Data Platform Engineer,Bengaluru,1542662,5.9,35,Active,Good,2,2020,Rahul Patel,Full Time,"Excel, SQL, Tableau"
11720,Priya Khan,Cybersecurity,IAM Analyst,Bengaluru,1426269,1.6,32,Notice Period,Very Good,6,2021,Manish Patel,Full Time,"Risk Analysis, Excel, SQL"
11721,Dev Shah,Cybersecurity,Security Analyst,Hyderabad,466177,7.5,24,Active,Meets Expectations,2,2020,Karan Mehta,Contract,"SQL, Power BI, Excel"
11722,Simran Khan,Operations,Operations Analyst,Noida,1789587,10.6,51,Active,Very Good,1,2019,Siddharth Joshi,Contract,"AWS, Docker, Kubernetes"
11723,Rohan Nair,Sales,Business Development Executive,Delhi,2268687,14.2,49,Active,Very Good,2,2012,Ananya Desai,Full Time,"Risk Analysis, Excel, SQL"
11724,Meera Singh,Analytics,Data Analyst,Mumbai,1492002,3.6,29,Active,Needs Improvement,3,2026,Kabir Verma,Contract,"Risk Analysis, Excel, SQL"
11725,Ananya Sharma,Sales,Sales Analyst,Kolkata,1464188,8.4,53,Active,Excellent,4,2022,Simran Singh,Contract,"Python, PySpark, AWS"
11726,Pooja Desai,Operations,Process Analyst,Chennai,485036,14.7,58,Notice Period,Needs Improvement,2,2014,Priya Patel,Full Time,"AWS, Docker, Kubernetes"
11727,Sneha Patel,Human Resources,HR Manager,Bengaluru,1169812,7.5,27,Active,Very Good,2,2013,Pooja Desai,Full Time,"Python, SQL, Pandas"
11728,Pooja Mehta,Sales,Account Executive,Chennai,2024799,10.7,49,Active,Very Good,1,2019,Naina Iyer,Full Time,"Excel, SQL, Tableau"
11729,Rohan Sharma,Cybersecurity,IAM Analyst,Mumbai,1723600,14.7,23,Active,Good,4,2021,Riya Shah,Full Time,"Risk Analysis, Excel, SQL"
11730,Shreya Khan,Data Engineering,Data Engineer,Kolkata,1180337,9.2,47,On Leave,Meets Expectations,7,2026,Karan Khan,Full Time,"Python, PySpark, AWS"
11731,Ananya Kapoor,Technology,Backend Developer,Hyderabad,1303840,5.8,40,Active,Very Good,2,2024,Aarav Rao,Full Time,"LLM, RAG, LangChain, Python"
11732,Arjun Mehta,Human Resources,Talent Partner,Hyderabad,1147397,2.6,40,Active,Needs Improvement,3,2020,Manish Rao,Full Time,"Risk Analysis, Excel, SQL"
11733,Manish Kulkarni,Human Resources,HR Analyst,Delhi,565149,11.2,22,Active,Needs Improvement,1,2014,Kabir Sharma,Contract,"Java, Spring Boot, SQL"
11734,Siddharth Iyer,Technology,Backend Developer,Mumbai,771590,9.3,33,On Leave,Needs Improvement,8,2013,Priya Verma,Contract,"Java, Spring Boot, SQL"
11735,Sneha Rao,Analytics,Data Analyst,Pune,1101945,5.4,43,Notice Period,Needs Improvement,2,2016,Rahul Patel,Full Time,"Python, PySpark, AWS"
11736,Yash Joshi,Technology,ML Engineer,Bengaluru,1453966,6.4,41,Active,Needs Improvement,3,2022,Pooja Kapoor,Full Time,"Python, SQL, Pandas"
11737,Simran Desai,Sales,Business Development Executive,Ahmedabad,1624423,13.9,55,Active,Needs Improvement,3,2022,Karan Iyer,Full Time,"Risk Analysis, Excel, SQL"
11738,Rahul Shah,Sales,Account Executive,Noida,1793629,11.7,50,Active,Very Good,8,2018,Pooja Kapoor,Full Time,"LLM, RAG, LangChain, Python"
11739,Aarav Mehta,Technology,Software Engineer,Mumbai,1090128,1.3,34,Active,Needs Improvement,6,2025,Simran Rao,Full Time,"AWS, Docker, Kubernetes"
11740,Siddharth Desai,Product,Associate Product Manager,Gurugram,1526115,8.3,46,Active,Excellent,5,2016,Pooja Gupta,Full Time,"Data Governance, SQL, Collibra"
11741,Varun Joshi,Finance,Risk Analyst,Noida,2119375,7.1,40,Active,Very Good,8,2014,Dev Mehta,Full Time,"Risk Analysis, Excel, SQL"
11742,Tanvi Khan,Sales,Account Executive,Pune,1017736,12.7,45,Active,Good,5,2012,Kavya Gupta,Contract,"Java, Spring Boot, SQL"
11743,Riya Shah,Cybersecurity,IAM Analyst,Noida,547400,3.7,58,Notice Period,Meets Expectations,3,2015,Meera Sharma,Contract,"Risk Analysis, Excel, SQL"
11744,Kabir Kapoor,Data Engineering,Data Platform Engineer,Pune,1061348,8.7,32,On Leave,Good,1,2018,Neha Rao,Contract,"Risk Analysis, Excel, SQL"
11745,Shreya Gupta,Operations,Operations Analyst,Noida,711127,8.0,49,Active,Excellent,3,2025,Karan Sharma,Full Time,"Python, SQL, Pandas"
11746,Siddharth Singh,Product,Associate Product Manager,Ahmedabad,2050465,3.2,25,Notice Period,Good,2,2017,Yash Khan,Full Time,"LLM, RAG, LangChain, Python"
11747,Manish Rao,Marketing,Digital Marketing Manager,Pune,1241152,6.2,49,Active,Very Good,7,2022,Ananya Rao,Full Time,"Python, SQL, Pandas"
11748,Arjun Shah,Human Resources,HR Analyst,Delhi,749159,9.2,36,On Leave,Very Good,2,2025,Nikhil Khan,Full Time,"Machine Learning, Python, Scikit-learn"
11749,Naina Gupta,Analytics,Business Analyst,Noida,1954390,4.9,23,Notice Period,Excellent,8,2012,Isha Joshi,Full Time,"SQL, Power BI, Excel"
11750,Rahul Nair,Product,Product Operations Analyst,Hyderabad,1377136,7.4,55,Active,Meets Expectations,7,2011,Simran Nair,Full Time,"Data Governance, SQL, Collibra"
11751,Neha Patel,Technology,ML Engineer,Bengaluru,870095,6.3,29,Active,Meets Expectations,8,2019,Shreya Desai,Contract,"Python, SQL, Pandas"
11752,Maya Joshi,Operations,Process Analyst,Chennai,1995153,4.1,21,Active,Meets Expectations,8,2015,Rahul Desai,Contract,"Risk Analysis, Excel, SQL"
11753,Vikram Khan,Operations,Process Analyst,Chennai,603324,7.2,41,Notice Period,Meets Expectations,5,2020,Priya Mehta,Contract,"Java, Spring Boot, SQL"
11754,Yash Kapoor,Marketing,Marketing Specialist,Pune,1990845,3.8,26,Notice Period,Meets Expectations,3,2024,Manish Iyer,Contract,"Data Governance, SQL, Collibra"
11755,Siddharth Nair,Marketing,Marketing Analyst,Mumbai,2006166,9.0,50,Notice Period,Needs Improvement,4,2022,Pooja Verma,Contract,"LLM, RAG, LangChain, Python"
11756,Ananya Sharma,Finance,Risk Analyst,Pune,734401,7.1,51,Active,Good,3,2026,Harsh Singh,Full Time,"Python, PySpark, AWS"
11757,Simran Gupta,Technology,Software Engineer,Bengaluru,530042,5.8,51,Active,Very Good,6,2012,Shreya Mehta,Contract,"SQL, Power BI, Excel"
11758,Karan Khan,Marketing,Marketing Analyst,Kolkata,1380269,6.5,27,Active,Excellent,1,2011,Aditi Verma,Full Time,"LLM, RAG, LangChain, Python"
11759,Kavya Verma,Product,Product Manager,Hyderabad,562580,10.2,27,Notice Period,Needs Improvement,1,2020,Rohan Khan,Full Time,"Excel, SQL, Tableau"
11760,Pooja Verma,Analytics,Business Analyst,Mumbai,1418747,3.7,57,Active,Needs Improvement,3,2019,Harsh Singh,Full Time,"AWS, Docker, Kubernetes"
11761,Siddharth Joshi,Cybersecurity,Cybersecurity Engineer,Gurugram,2084838,6.4,45,Active,Needs Improvement,4,2026,Manish Patel,Contract,"LLM, RAG, LangChain, Python"
11762,Ananya Singh,Human Resources,HR Analyst,Ahmedabad,1417540,6.8,30,Notice Period,Very Good,7,2021,Shreya Iyer,Full Time,"Python, PySpark, AWS"
11763,Arjun Rao,Technology,Backend Developer,Mumbai,700440,14.9,39,Notice Period,Very Good,1,2013,Kavya Patel,Full Time,"LLM, RAG, LangChain, Python"
11764,Varun Iyer,Cybersecurity,Security Engineer,Kolkata,1067424,8.6,47,Notice Period,Very Good,3,2013,Rohan Khan,Contract,"LLM, RAG, LangChain, Python"
11765,Sneha Mehta,Operations,Operations Manager,Kolkata,1724867,15.0,56,On Leave,Meets Expectations,2,2026,Simran Mehta,Full Time,"LLM, RAG, LangChain, Python"
11766,Sneha Iyer,Finance,FP&A Analyst,Ahmedabad,452211,6.0,26,Active,Meets Expectations,6,2012,Vikram Iyer,Full Time,"AWS, Docker, Kubernetes"
11767,Aditya Kulkarni,Sales,Sales Manager,Mumbai,904778,11.1,44,Active,Excellent,3,2012,Varun Kapoor,Full Time,"LLM, RAG, LangChain, Python"
11768,Kabir Sharma,Finance,Financial Analyst,Pune,561423,13.4,22,On Leave,Needs Improvement,2,2011,Varun Kulkarni,Contract,"Python, SQL, Pandas"
11769,Dev Patel,Operations,Operations Analyst,Bengaluru,1702263,4.4,38,Active,Meets Expectations,7,2026,Priya Verma,Full Time,"Excel, SQL, Tableau"
11770,Kavya Patel,Product,Product Operations Analyst,Noida,1995636,3.9,49,Active,Good,2,2022,Tanvi Shah,Contract,"AWS, Docker, Kubernetes"
11771,Riya Sharma,Marketing,Digital Marketing Manager,Kolkata,1092851,6.3,24,Notice Period,Meets Expectations,1,2025,Riya Nair,Full Time,"SQL, Power BI, Excel"
11772,Harsh Gupta,Marketing,Marketing Specialist,Pune,1862432,12.5,53,Active,Needs Improvement,3,2014,Harsh Patel,Full Time,"AWS, Docker, Kubernetes"
11773,Karan Joshi,Marketing,Marketing Analyst,Pune,2268832,10.2,57,On Leave,Very Good,6,2017,Harsh Nair,Full Time,"SQL, Power BI, Excel"
11774,Aditi Rao,Technology,Software Engineer,Kolkata,2302747,1.2,46,Active,Meets Expectations,6,2015,Neha Iyer,Full Time,"LLM, RAG, LangChain, Python"
11775,Priya Nair,Operations,Process Analyst,Hyderabad,2265585,8.7,28,Notice Period,Good,7,2022,Varun Patel,Full Time,"Python, PySpark, AWS"
11776,Neha Kulkarni,Product,Associate Product Manager,Hyderabad,1886405,2.0,49,On Leave,Good,6,2013,Tanvi Kulkarni,Full Time,"Python, SQL, Pandas"
11777,Aditya Rao,Analytics,BI Analyst,Noida,1145681,6.1,21,Notice Period,Excellent,7,2025,Isha Patel,Full Time,"Excel, SQL, Tableau"
11778,Varun Nair,Sales,Business Development Executive,Gurugram,2186111,6.2,42,Active,Excellent,3,2019,Rahul Singh,Full Time,"Python, SQL, Pandas"
11779,Maya Desai,Analytics,BI Analyst,Ahmedabad,847067,7.5,31,Active,Very Good,5,2015,Neha Rao,Contract,"LLM, RAG, LangChain, Python"
11780,Arjun Desai,Human Resources,HR Analyst,Kolkata,874418,9.7,52,Active,Needs Improvement,7,2021,Aarav Kapoor,Contract,"Machine Learning, Python, Scikit-learn"
11781,Manish Kulkarni,Technology,ML Engineer,Delhi,1136039,1.7,23,On Leave,Needs Improvement,6,2025,Isha Kulkarni,Contract,"SQL, Power BI, Excel"
11782,Tanvi Desai,Operations,Process Analyst,Ahmedabad,836747,10.5,46,Active,Excellent,8,2014,Shreya Gupta,Full Time,"Java, Spring Boot, SQL"
11783,Simran Desai,Analytics,BI Analyst,Noida,1675767,2.7,45,Active,Very Good,7,2022,Karan Rao,Full Time,"Python, PySpark, AWS"
11784,Simran Sharma,Finance,Risk Analyst,Gurugram,958119,5.2,25,Active,Excellent,6,2018,Yash Khan,Full Time,"LLM, RAG, LangChain, Python"
11785,Manish Joshi,Sales,Business Development Executive,Ahmedabad,1616021,9.4,24,Active,Meets Expectations,6,2025,Siddharth Nair,Full Time,"AWS, Docker, Kubernetes"
11786,Tanvi Patel,Marketing,Marketing Analyst,Pune,476650,13.1,43,Active,Good,4,2011,Siddharth Khan,Contract,"Python, PySpark, AWS"
11787,Naina Sharma,Operations,Process Analyst,Kolkata,607958,10.7,24,Active,Very Good,3,2026,Kabir Nair,Full Time,"Python, PySpark, AWS"
11788,Arjun Verma,Cybersecurity,IAM Analyst,Bengaluru,617414,11.7,53,Active,Needs Improvement,7,2025,Rahul Sharma,Full Time,"Java, Spring Boot, SQL"
11789,Meera Patel,Product,Product Manager,Delhi,1287116,6.5,45,Active,Excellent,2,2020,Aditi Patel,Full Time,"Risk Analysis, Excel, SQL"
11790,Tanvi Sharma,Cybersecurity,Cybersecurity Engineer,Chennai,1862933,10.2,30,Active,Good,2,2023,Ananya Nair,Full Time,"SQL, Power BI, Excel"
11791,Manish Kapoor,Product,Product Analyst,Hyderabad,2358087,8.0,29,Active,Meets Expectations,6,2026,Sneha Iyer,Full Time,"SQL, Power BI, Excel"
11792,Sneha Khan,Technology,ML Engineer,Ahmedabad,741258,10.2,55,Active,Needs Improvement,2,2022,Sneha Mehta,Contract,"Python, PySpark, AWS"
11793,Pooja Mehta,Cybersecurity,Cybersecurity Engineer,Kolkata,2342333,9.0,37,Active,Very Good,3,2022,Siddharth Shah,Contract,"Risk Analysis, Excel, SQL"
11794,Sneha Gupta,Technology,Software Engineer,Gurugram,2191325,14.7,25,Active,Very Good,6,2025,Rahul Shah,Full Time,"Excel, SQL, Tableau"
11795,Rohan Patel,Operations,Program Coordinator,Ahmedabad,1195492,10.8,38,Active,Meets Expectations,5,2016,Vikram Khan,Full Time,"Python, SQL, Pandas"
11796,Aditya Gupta,Finance,Financial Analyst,Ahmedabad,1169152,5.4,26,Notice Period,Meets Expectations,3,2026,Tanvi Kulkarni,Contract,"Risk Analysis, Excel, SQL"
11797,Tanvi Patel,Product,Product Operations Analyst,Ahmedabad,772702,2.5,48,On Leave,Excellent,1,2026,Aarav Shah,Full Time,"Data Governance, SQL, Collibra"
11798,Neha Verma,Sales,Sales Manager,Delhi,2083582,14.0,29,Active,Very Good,2,2012,Yash Desai,Full Time,"SQL, Power BI, Excel"
11799,Aarav Desai,Analytics,Data Analyst,Hyderabad,2084311,7.7,21,Active,Needs Improvement,2,2025,Isha Joshi,Full Time,"Python, SQL, Pandas"
11800,Siddharth Joshi,Finance,FP&A Analyst,Gurugram,1708331,9.3,43,Active,Very Good,4,2026,Aditya Mehta,Full Time,"Java, Spring Boot, SQL"
11801,Kavya Nair,Marketing,Growth Analyst,Ahmedabad,1823760,2.4,52,Active,Meets Expectations,1,2013,Maya Kulkarni,Contract,"Excel, SQL, Tableau"
11802,Tanvi Joshi,Sales,Account Executive,Gurugram,1040299,13.5,48,Active,Excellent,2,2011,Vikram Desai,Full Time,"SQL, Power BI, Excel"
11803,Yash Singh,Product,Product Manager,Chennai,726912,13.1,46,On Leave,Needs Improvement,5,2025,Aarav Iyer,Full Time,"Java, Spring Boot, SQL"
11804,Vikram Verma,Technology,AI Engineer,Bengaluru,1085534,7.3,23,Active,Excellent,5,2017,Karan Khan,Full Time,"Risk Analysis, Excel, SQL"
11805,Tanvi Shah,Finance,Risk Analyst,Noida,1866918,11.5,30,Notice Period,Good,1,2012,Simran Kulkarni,Full Time,"Risk Analysis, Excel, SQL"
11806,Simran Kapoor,Data Engineering,ETL Developer,Delhi,2353982,5.8,47,Notice Period,Very Good,1,2012,Meera Singh,Full Time,"Java, Spring Boot, SQL"
11807,Ananya Sharma,Sales,Business Development Executive,Pune,860224,9.1,43,Active,Very Good,8,2013,Rohan Mehta,Contract,"Java, Spring Boot, SQL"
11808,Pooja Kulkarni,Data Engineering,Data Engineer,Hyderabad,2101335,14.2,32,Active,Needs Improvement,3,2019,Meera Shah,Full Time,"Python, SQL, Pandas"
11809,Aarav Khan,Analytics,BI Analyst,Bengaluru,1266933,9.9,56,Notice Period,Good,7,2018,Simran Sharma,Full Time,"Python, SQL, Pandas"
11810,Maya Nair,Data Engineering,Senior Data Engineer,Chennai,1627023,1.8,43,Active,Excellent,4,2023,Kavya Mehta,Full Time,"AWS, Docker, Kubernetes"
11811,Aarav Nair,Product,Product Operations Analyst,Pune,1542679,3.0,21,Active,Needs Improvement,2,2018,Nikhil Joshi,Contract,"Data Governance, SQL, Collibra"
11812,Naina Desai,Cybersecurity,IAM Analyst,Chennai,2306808,14.9,35,Active,Excellent,7,2025,Karan Rao,Contract,"LLM, RAG, LangChain, Python"
11813,Priya Singh,Marketing,Marketing Specialist,Chennai,2170771,14.5,44,Active,Very Good,7,2022,Manish Desai,Full Time,"Python, SQL, Pandas"
11814,Naina Gupta,Operations,Program Coordinator,Delhi,1645985,14.9,44,Notice Period,Needs Improvement,7,2022,Kabir Rao,Full Time,"AWS, Docker, Kubernetes"
11815,Rahul Kulkarni,Product,Product Analyst,Kolkata,1295830,1.9,49,Notice Period,Good,8,2018,Meera Kapoor,Contract,"Java, Spring Boot, SQL"
11816,Aditi Rao,Cybersecurity,Cybersecurity Engineer,Ahmedabad,1312583,9.1,30,Active,Very Good,4,2023,Isha Verma,Contract,"SQL, Power BI, Excel"
11817,Rohan Shah,Operations,Operations Manager,Gurugram,1742097,7.2,54,Active,Good,6,2015,Sneha Desai,Full Time,"LLM, RAG, LangChain, Python"
11818,Priya Gupta,Technology,Software Engineer,Hyderabad,637507,3.2,26,Active,Very Good,4,2017,Naina Kulkarni,Contract,"Excel, SQL, Tableau"
11819,Pooja Sharma,Analytics,Senior Data Analyst,Noida,757868,6.5,54,Active,Meets Expectations,7,2017,Kavya Verma,Contract,"SQL, Power BI, Excel"
11820,Arjun Kapoor,Sales,Account Executive,Bengaluru,766930,1.6,26,On Leave,Meets Expectations,1,2025,Maya Sharma,Contract,"Machine Learning, Python, Scikit-learn"
11821,Harsh Patel,Data Engineering,Data Platform Engineer,Ahmedabad,2088813,14.5,39,Notice Period,Excellent,6,2013,Manish Patel,Contract,"Python, SQL, Pandas"
11822,Arjun Rao,Human Resources,HR Analyst,Pune,1523463,3.7,50,Active,Very Good,5,2019,Sneha Kapoor,Contract,"LLM, RAG, LangChain, Python"
11823,Simran Kulkarni,Sales,Business Development Executive,Delhi,1268154,9.4,24,Active,Very Good,4,2015,Kabir Kapoor,Full Time,"Data Governance, SQL, Collibra"
11824,Sneha Mehta,Operations,Process Analyst,Bengaluru,1642280,5.2,40,Notice Period,Meets Expectations,1,2015,Meera Desai,Full Time,"Excel, SQL, Tableau"
11825,Aarav Iyer,Data Engineering,Senior Data Engineer,Gurugram,1361533,2.0,44,Active,Needs Improvement,3,2026,Maya Sharma,Full Time,"AWS, Docker, Kubernetes"
